number_plates/licensed_car_31.jpeg,450,277,568,356,license_plate
number_plates/licensed_car_23.jpeg,288,423,572,496,license_plate
number_plates/licensed_car_47.jpeg,397,421,598,483,license_plate
number_plates/licensed_car_153.jpeg,91,138,178,170,license_plate
number_plates/licensed_car_64.jpeg,62,132,175,190,license_plate
number_plates/licensed_car_156.jpeg,354,192,586,288,license_plate
number_plates/licensed_car_143.jpeg,178,205,350,274,license_plate
number_plates/licensed_car_89.jpeg,845,805,1592,982,license_plate
number_plates/licensed_car_187.jpeg,233,178,355,224,license_plate
number_plates/licensed_car_164.jpeg,233,371,427,430,license_plate
number_plates/licensed_car_65.jpeg,19,24,249,167,license_plate
number_plates/licensed_car_119.jpeg,13,64,471,161,license_plate
number_plates/licensed_car_132.jpeg,195,197,305,257,license_plate
number_plates/licensed_car_171.jpeg,396,674,800,783,license_plate
number_plates/licensed_car_215.jpeg,184,305,389,370,license_plate
number_plates/licensed_car_123.jpeg,267,322,499,411,license_plate
number_plates/licensed_car_226.jpeg,186,98,363,155,license_plate
number_plates/licensed_car_5.jpeg,106,280,261,335,license_plate
number_plates/licensed_car_28.jpeg,297,123,2422,615,license_plate
number_plates/licensed_car_88.jpeg,1011,571,1426,745,license_plate
number_plates/licensed_car_21.jpeg,273,3,511,66,license_plate
number_plates/licensed_car_20.jpeg,148,178,355,275,license_plate
number_plates/licensed_car_168.jpeg,219,141,434,197,license_plate
number_plates/licensed_car_177.jpeg,36,123,110,165,license_plate
number_plates/licensed_car_95.jpeg,302,420,671,534,license_plate
number_plates/licensed_car_214.jpeg,143,244,339,321,license_plate
number_plates/licensed_car_76.jpeg,145,200,325,250,license_plate
number_plates/licensed_car_152.jpeg,120,264,230,299,license_plate
number_plates/licensed_car_4.jpeg,209,220,866,554,license_plate
number_plates/licensed_car_179.jpeg,389,450,600,509,license_plate
number_plates/licensed_car_12.jpeg,215,186,437,239,license_plate
number_plates/licensed_car_161.jpeg,259,214,326,263,license_plate
number_plates/licensed_car_29.jpeg,121,43,1496,338,license_plate
number_plates/licensed_car_225.jpeg,143,206,402,273,license_plate
number_plates/licensed_car_8.jpeg,644,508,893,578,license_plate
number_plates/licensed_car_34.jpeg,1185,968,2486,1356,license_plate
number_plates/licensed_car_125.jpeg,167,100,350,164,license_plate
number_plates/licensed_car_53.jpeg,208,156,355,195,license_plate
number_plates/licensed_car_233.jpeg,184,151,308,206,license_plate
number_plates/licensed_car_97.jpeg,123,117,221,170,license_plate
number_plates/licensed_car_56.jpeg,382,397,522,442,license_plate
number_plates/licensed_car_49.jpeg,115,196,207,241,license_plate
number_plates/licensed_car_84.jpeg,103,209,258,276,license_plate
number_plates/licensed_car_194.jpeg,88,99,136,128,license_plate
number_plates/licensed_car_192.jpeg,535,381,778,474,license_plate
number_plates/licensed_car_169.jpeg,12,66,249,199,license_plate
number_plates/licensed_car_110.jpeg,21,170,412,399,license_plate
number_plates/licensed_car_17.jpeg,60,216,187,280,license_plate
number_plates/licensed_car_154.jpeg,178,218,399,297,license_plate
number_plates/licensed_car_83.jpeg,200,132,344,179,license_plate
number_plates/licensed_car_134.jpeg,107,153,255,206,license_plate
number_plates/licensed_car_72.jpeg,138,78,381,186,license_plate
number_plates/licensed_car_201.jpeg,251,187,375,234,license_plate
number_plates/licensed_car_130.jpeg,14,13,499,116,license_plate
number_plates/licensed_car_107.jpeg,39,37,316,190,license_plate
number_plates/licensed_car_36.jpeg,97,99,195,139,license_plate
number_plates/licensed_car_81.jpeg,335,305,472,367,license_plate
number_plates/licensed_car_199.jpeg,560,206,670,250,license_plate
number_plates/licensed_car_136.jpeg,155,201,328,274,license_plate
number_plates/licensed_car_133.jpeg,204,269,357,379,license_plate
number_plates/licensed_car_227.jpeg,100,143,218,194,license_plate
number_plates/licensed_car_111.jpeg,53,178,743,325,license_plate
number_plates/licensed_car_195.jpeg,80,126,199,184,license_plate
number_plates/licensed_car_174.jpeg,209,83,448,160,license_plate
number_plates/licensed_car_150.jpeg,139,241,342,314,license_plate
number_plates/licensed_car_117.jpeg,161,116,433,249,license_plate
number_plates/licensed_car_63.jpeg,35,195,192,272,license_plate
number_plates/licensed_car_212.jpeg,144,113,348,199,license_plate
number_plates/licensed_car_231.jpeg,13,117,147,186,license_plate
number_plates/licensed_car_32.jpeg,113,238,281,314,license_plate
number_plates/licensed_car_42.jpeg,26,262,164,329,license_plate
number_plates/licensed_car_163.jpeg,341,229,510,314,license_plate
number_plates/licensed_car_62.jpeg,6,10,495,245,license_plate
number_plates/licensed_car_33.jpeg,46,349,262,417,license_plate
number_plates/licensed_car_71.jpeg,141,248,343,312,license_plate
number_plates/licensed_car_149.jpeg,179,265,344,321,license_plate
number_plates/licensed_car_41.jpeg,155,226,339,298,license_plate
number_plates/licensed_car_44.jpeg,596,464,887,530,license_plate
number_plates/licensed_car_50.jpeg,442,706,666,789,license_plate
number_plates/licensed_car_74.jpeg,159,163,343,226,license_plate
number_plates/licensed_car_100.jpeg,29,53,228,162,license_plate
number_plates/licensed_car_22.jpeg,250,506,487,584,license_plate
number_plates/licensed_car_200.jpeg,20,244,100,319,license_plate
number_plates/licensed_car_51.jpeg,371,202,500,261,license_plate
number_plates/licensed_car_54.jpeg,104,229,281,288,license_plate
number_plates/licensed_car_189.jpeg,166,200,572,354,license_plate
number_plates/licensed_car_146.jpeg,189,130,357,182,license_plate
number_plates/licensed_car_92.jpeg,151,354,303,426,license_plate
number_plates/licensed_car_217.jpeg,111,117,391,211,license_plate
number_plates/licensed_car_190.jpeg,115,86,227,117,license_plate
number_plates/licensed_car_94.jpeg,294,212,453,264,license_plate
number_plates/licensed_car_228.jpeg,109,106,235,162,license_plate
number_plates/licensed_car_151.jpeg,95,96,200,141,license_plate
number_plates/licensed_car_202.jpeg,99,205,409,311,license_plate
number_plates/licensed_car_144.jpeg,110,185,438,278,license_plate
number_plates/licensed_car_27.jpeg,49,185,247,294,license_plate
number_plates/licensed_car_140.jpeg,218,154,315,186,license_plate
number_plates/licensed_car_147.jpeg,162,227,312,274,license_plate
number_plates/licensed_car_3.jpeg,217,313,359,359,license_plate
number_plates/licensed_car_70.jpeg,163,214,305,261,license_plate
number_plates/licensed_car_122.jpeg,6,33,220,124,license_plate
number_plates/licensed_car_1.jpeg,80,382,288,449,license_plate
number_plates/licensed_car_103.jpeg,300,190,2343,716,license_plate
number_plates/licensed_car_213.jpeg,124,110,400,207,license_plate
number_plates/licensed_car_184.jpeg,100,148,259,208,license_plate
number_plates/licensed_car_66.jpeg,93,132,362,284,license_plate
number_plates/licensed_car_77.jpeg,453,110,826,242,license_plate
number_plates/licensed_car_157.jpeg,63,127,291,224,license_plate
number_plates/licensed_car_223.jpeg,136,196,348,278,license_plate
number_plates/licensed_car_69.jpeg,149,204,325,261,license_plate
number_plates/licensed_car_61.jpeg,123,209,291,261,license_plate
number_plates/licensed_car_222.jpeg,141,221,351,273,license_plate
number_plates/licensed_car_166.jpeg,18,34,320,158,license_plate
number_plates/licensed_car_203.jpeg,244,230,377,304,license_plate
number_plates/licensed_car_116.jpeg,115,126,522,326,license_plate
number_plates/licensed_car_142.jpeg,638,337,749,387,license_plate
number_plates/licensed_car_155.jpeg,315,280,878,393,license_plate
number_plates/licensed_car_43.jpeg,26,16,485,255,license_plate
number_plates/licensed_car_78.jpeg,154,139,298,194,license_plate
number_plates/licensed_car_14.jpeg,151,103,360,186,license_plate
number_plates/licensed_car_2.jpeg,41,219,115,260,license_plate
number_plates/licensed_car_104.jpeg,315,184,459,221,license_plate
number_plates/licensed_car_128.jpeg,156,98,299,154,license_plate
number_plates/licensed_car_108.jpeg,39,39,567,340,license_plate
number_plates/licensed_car_0.jpeg,582,274,700,321,license_plate
number_plates/licensed_car_191.jpeg,333,934,646,1062,license_plate
number_plates/licensed_car_188.jpeg,787,241,1047,302,license_plate
number_plates/licensed_car_13.jpeg,99,222,244,336,license_plate
number_plates/licensed_car_35.jpeg,315,263,544,322,license_plate
number_plates/licensed_car_160.jpeg,1017,615,1272,678,license_plate
number_plates/licensed_car_210.jpeg,131,104,405,226,license_plate
number_plates/licensed_car_230.jpeg,140,149,324,220,license_plate
number_plates/licensed_car_26.jpeg,183,219,457,320,license_plate
number_plates/licensed_car_208.jpeg,154,196,377,259,license_plate
number_plates/licensed_car_59.jpeg,147,234,357,324,license_plate
number_plates/licensed_car_58.jpeg,92,254,301,368,license_plate
number_plates/licensed_car_197.jpeg,112,124,233,194,license_plate
number_plates/licensed_car_175.jpeg,133,218,488,424,license_plate
number_plates/licensed_car_219.jpeg,140,155,328,212,license_plate
number_plates/licensed_car_135.jpeg,128,282,307,321,license_plate
number_plates/licensed_car_118.jpeg,123,132,326,242,license_plate
number_plates/licensed_car_7.jpeg,267,248,396,320,license_plate
number_plates/licensed_car_102.jpeg,128,74,361,202,license_plate
number_plates/licensed_car_173.jpeg,221,122,431,184,license_plate
number_plates/licensed_car_138.jpeg,127,290,309,366,license_plate
number_plates/licensed_car_178.jpeg,240,263,319,322,license_plate
number_plates/licensed_car_216.jpeg,237,102,387,162,license_plate
number_plates/licensed_car_180.jpeg,219,131,488,195,license_plate
number_plates/licensed_car_236.jpeg,16,19,367,126,license_plate
number_plates/licensed_car_39.jpeg,8,81,299,168,license_plate
